date,year,month,Inf_Goal,Inf_Rate,Core_Inf,source,download_date
2019-06-01,2019,6,3.0,3.43,2.65,BANREP_SUAMECA,2026-03-25
2019-07-01,2019,7,3.0,3.79,2.77,BANREP_SUAMECA,2026-03-25
2019-08-01,2019,8,3.0,3.75,2.86,BANREP_SUAMECA,2026-03-25
2019-09-01,2019,9,3.0,3.82,2.92,BANREP_SUAMECA,2026-03-25
2019-10-01,2019,10,3.0,3.86,2.93,BANREP_SUAMECA,2026-03-25
2019-11-01,2019,11,3.0,3.84,2.99,BANREP_SUAMECA,2026-03-25
2019-12-01,2019,12,3.0,3.8,3.1,BANREP_SUAMECA,2026-03-25
2020-01-01,2020,1,3.0,3.62,3.04,BANREP_SUAMECA,2026-03-25
2020-02-01,2020,2,3.0,3.72,3.0,BANREP_SUAMECA,2026-03-25
2020-03-01,2020,3,3.0,3.86,2.99,BANREP_SUAMECA,2026-03-25
2020-04-01,2020,4,3.0,3.51,2.51,BANREP_SUAMECA,2026-03-25
2020-05-01,2020,5,3.0,2.85,2.03,BANREP_SUAMECA,2026-03-25
2020-06-01,2020,6,3.0,2.19,1.65,BANREP_SUAMECA,2026-03-25
2020-07-01,2020,7,3.0,1.97,1.66,BANREP_SUAMECA,2026-03-25
2020-08-01,2020,8,3.0,1.88,1.57,BANREP_SUAMECA,2026-03-25
2020-09-01,2020,9,3.0,1.97,1.67,BANREP_SUAMECA,2026-03-25
2020-10-01,2020,10,3.0,1.75,1.55,BANREP_SUAMECA,2026-03-25
2020-11-01,2020,11,3.0,1.49,1.13,BANREP_SUAMECA,2026-03-25
2020-12-01,2020,12,3.0,1.61,1.11,BANREP_SUAMECA,2026-03-25
2021-01-01,2021,1,3.0,1.6,0.87,BANREP_SUAMECA,2026-03-25
2021-02-01,2021,2,3.0,1.56,0.96,BANREP_SUAMECA,2026-03-25
2021-03-01,2021,3,3.0,1.51,0.94,BANREP_SUAMECA,2026-03-25
2021-04-01,2021,4,3.0,1.95,1.24,BANREP_SUAMECA,2026-03-25
2021-05-01,2021,5,3.0,3.3,1.56,BANREP_SUAMECA,2026-03-25
2021-06-01,2021,6,3.0,3.63,1.87,BANREP_SUAMECA,2026-03-25
2021-07-01,2021,7,3.0,3.97,2.05,BANREP_SUAMECA,2026-03-25
2021-08-01,2021,8,3.0,4.44,2.32,BANREP_SUAMECA,2026-03-25
2021-09-01,2021,9,3.0,4.51,2.28,BANREP_SUAMECA,2026-03-25
2021-10-01,2021,10,3.0,4.58,2.02,BANREP_SUAMECA,2026-03-25
2021-11-01,2021,11,3.0,5.26,2.54,BANREP_SUAMECA,2026-03-25
2021-12-01,2021,12,3.0,5.62,2.49,BANREP_SUAMECA,2026-03-25
2022-01-01,2022,1,3.0,6.94,3.47,BANREP_SUAMECA,2026-03-25
2022-02-01,2022,2,3.0,8.01,4.11,BANREP_SUAMECA,2026-03-25
2022-03-01,2022,3,3.0,8.53,4.51,BANREP_SUAMECA,2026-03-25
2022-04-01,2022,4,3.0,9.23,5.26,BANREP_SUAMECA,2026-03-25
2022-05-01,2022,5,3.0,9.07,5.87,BANREP_SUAMECA,2026-03-25
2022-06-01,2022,6,3.0,9.67,6.06,BANREP_SUAMECA,2026-03-25
2022-07-01,2022,7,3.0,10.21,6.43,BANREP_SUAMECA,2026-03-25
2022-08-01,2022,8,3.0,10.84,6.89,BANREP_SUAMECA,2026-03-25
2022-09-01,2022,9,3.0,11.44,7.49,BANREP_SUAMECA,2026-03-25
2022-10-01,2022,10,3.0,12.22,8.38,BANREP_SUAMECA,2026-03-25
2022-11-01,2022,11,3.0,12.53,8.82,BANREP_SUAMECA,2026-03-25
2022-12-01,2022,12,3.0,13.12,9.51,BANREP_SUAMECA,2026-03-25
2023-01-01,2023,1,3.0,13.25,9.78,BANREP_SUAMECA,2026-03-25
2023-02-01,2023,2,3.0,13.28,10.04,BANREP_SUAMECA,2026-03-25
2023-03-01,2023,3,3.0,13.34,10.51,BANREP_SUAMECA,2026-03-25
2023-04-01,2023,4,3.0,12.82,10.48,BANREP_SUAMECA,2026-03-25
2023-05-01,2023,5,3.0,12.36,10.46,BANREP_SUAMECA,2026-03-25
2023-06-01,2023,6,3.0,12.13,10.51,BANREP_SUAMECA,2026-03-25
2023-07-01,2023,7,3.0,11.78,10.22,BANREP_SUAMECA,2026-03-25
2023-08-01,2023,8,3.0,11.43,9.92,BANREP_SUAMECA,2026-03-25
2023-09-01,2023,9,3.0,10.99,9.51,BANREP_SUAMECA,2026-03-25
2023-10-01,2023,10,3.0,10.48,9.2,BANREP_SUAMECA,2026-03-25
2023-11-01,2023,11,3.0,10.15,8.86,BANREP_SUAMECA,2026-03-25
2023-12-01,2023,12,3.0,9.28,8.42,BANREP_SUAMECA,2026-03-25
2024-01-01,2024,1,3.0,8.35,7.81,BANREP_SUAMECA,2026-03-25
2024-02-01,2024,2,3.0,7.74,7.26,BANREP_SUAMECA,2026-03-25
2024-03-01,2024,3,3.0,7.36,6.77,BANREP_SUAMECA,2026-03-25
2024-04-01,2024,4,3.0,7.16,6.37,BANREP_SUAMECA,2026-03-25
2024-05-01,2024,5,3.0,7.16,6.13,BANREP_SUAMECA,2026-03-25
2024-06-01,2024,6,3.0,7.18,6.01,BANREP_SUAMECA,2026-03-25
2024-07-01,2024,7,3.0,6.86,5.81,BANREP_SUAMECA,2026-03-25
2024-08-01,2024,8,3.0,6.12,5.51,BANREP_SUAMECA,2026-03-25
2024-09-01,2024,9,3.0,5.81,5.49,BANREP_SUAMECA,2026-03-25
2024-10-01,2024,10,3.0,5.41,5.35,BANREP_SUAMECA,2026-03-25
2024-11-01,2024,11,3.0,5.2,5.37,BANREP_SUAMECA,2026-03-25
2024-12-01,2024,12,3.0,5.2,5.15,BANREP_SUAMECA,2026-03-25
2025-01-01,2025,1,3.0,5.22,5.02,BANREP_SUAMECA,2026-03-25
2025-02-01,2025,2,3.0,5.28,4.9,BANREP_SUAMECA,2026-03-25
2025-03-01,2025,3,3.0,5.09,4.84,BANREP_SUAMECA,2026-03-25
2025-04-01,2025,4,3.0,5.16,4.9,BANREP_SUAMECA,2026-03-25
2025-05-01,2025,5,3.0,5.05,4.77,BANREP_SUAMECA,2026-03-25
2025-06-01,2025,6,3.0,4.82,4.77,BANREP_SUAMECA,2026-03-25
2025-07-01,2025,7,3.0,4.9,4.8,BANREP_SUAMECA,2026-03-25
2025-08-01,2025,8,3.0,5.1,4.82,BANREP_SUAMECA,2026-03-25
2025-09-01,2025,9,3.0,5.18,4.83,BANREP_SUAMECA,2026-03-25
2025-10-01,2025,10,3.0,5.51,4.99,BANREP_SUAMECA,2026-03-25
2025-11-01,2025,11,3.0,5.3,4.85,BANREP_SUAMECA,2026-03-25
2025-12-01,2025,12,3.0,5.1,5.02,BANREP_SUAMECA,2026-03-25
2026-01-01,2026,1,3.0,5.35,5.39,BANREP_SUAMECA,2026-03-25
2026-02-01,2026,2,3.0,5.29,5.51,BANREP_SUAMECA,2026-03-25
2026-03-01,2026,3,3.0,,,BANREP_SUAMECA,2026-03-25
2026-04-01,2026,4,3.0,,,BANREP_SUAMECA,2026-03-25
2026-05-01,2026,5,3.0,,,BANREP_SUAMECA,2026-03-25
2026-06-01,2026,6,3.0,,,BANREP_SUAMECA,2026-03-25
2026-07-01,2026,7,3.0,,,BANREP_SUAMECA,2026-03-25
2026-08-01,2026,8,3.0,,,BANREP_SUAMECA,2026-03-25
2026-09-01,2026,9,3.0,,,BANREP_SUAMECA,2026-03-25
2026-10-01,2026,10,3.0,,,BANREP_SUAMECA,2026-03-25
2026-11-01,2026,11,3.0,,,BANREP_SUAMECA,2026-03-25
2026-12-01,2026,12,3.0,,,BANREP_SUAMECA,2026-03-25
