iso3,Country,year,avh,ccon,cda,cgdpe,cgdpo,ck,cn,cor_exp,csh_c,csh_g,csh_i,csh_m,csh_r,csh_x,ctfp,cwtfp,delta,emp,hc,irr,labsh,pl_c,pl_con,pl_da,pl_g,pl_gdpo,pl_i,pl_k,pl_m,pl_n,pl_x,pop,rconna,rdana,rgdpe,rgdpna,rgdpo,rkna,rnna,rtfpna,rwtfpna,xr
COL,Colombia,1960,2660.92,57198.2578125,75301.96875,66986.3125,67748.8671875,0.0203100331127644,339103.4375,,0.773837327957153,0.0704315528273583,0.267217874526978,-0.071532130241394,-0.11417318880558,0.0742185413837433,0.500032246112824,0.556297361850739,0.03074936196208,4.18358373641968,1.58133471012115,0.152207747101784,0.47197362780571,0.0884696047664819,0.0869248807430267,0.0861744210124016,0.0699529099321965,0.0852044746279717,0.0838033594701387,0.762261211872101,0.1119264960289,0.0441900417208672,0.0964334756135941,15.4927656549023,63324.18359375,74705.15625,66927.9453125,77214.6328125,68963.7265625,0.0709104686975479,255918.640625,0.9567711353302,0.877324640750885,6.63538397649338
COL,Colombia,1961,2655.11,61024.94140625,80913.96875,71104.890625,71978.7421875,0.0200489554554224,360395.65625,,0.776580572128296,0.0712383687496185,0.276318043470383,-0.0678950399160385,-0.119470536708832,0.0632285624742508,0.515636503696442,0.580669760704041,0.0305878613144159,4.29408884048462,1.59134590625763,0.157231733202934,0.47197362780571,0.094603083947278,0.0932061150670052,0.0916684940457344,0.0779775214388862,0.0905556008219719,0.0869506561184736,0.833992063999176,0.117157004773617,0.0462572984397411,0.0993342027068138,16.0010711649055,67688.140625,80398.9296875,71179.2578125,81723.546875,73380.140625,0.0747393220663071,270040.34375,0.970971941947937,0.90533858537674,6.70038731624862
COL,Colombia,1962,2649.31,65526.72265625,83875.90625,74528.0625,75515.5859375,0.0197383221238852,380407.65625,,0.793802320957184,0.0739221200346947,0.242985412478447,-0.0596049018204212,-0.112992957234383,0.061887938529253,0.517693400382996,0.575926005840302,0.0303252059966326,4.40686798095703,1.60142040252686,0.155624076724052,0.47197362780571,0.097397127235143,0.0960208103060722,0.0952128022909164,0.0812414653971987,0.0939676910638809,0.092327293408294,0.84787791967392,0.122743718326092,0.0485464036464691,0.0993361622095108,16.5194432951515,72611.59375,83615.984375,74780.8515625,85689.84375,76846.0078125,0.0776560828089714,282011.125,0.983672261238098,0.909728229045868,6.90160706811918
COL,Colombia,1963,2643.52,68607.53125,86301.640625,76596.9140625,77726.21875,0.0196372102946043,394908.40625,,0.806274175643921,0.0764078199863434,0.227646574378014,-0.053337998688221,-0.118107408285141,0.0611168965697289,0.508953034877777,0.567495584487915,0.0299048591405153,4.52068519592285,1.61155879497528,0.148971036076546,0.47197362780571,0.0913290119930153,0.0902102068066597,0.090209923684597,0.0784042837003628,0.0888992473483086,0.0902088517852321,0.780618190765381,0.12205720692873,0.0472366400063038,0.0940253064036369,17.0401160496207,76202.4609375,86239.9921875,77047.6796875,88255.4375,79102.75,0.0802086740732193,292915.65625,0.982141494750977,0.909583568572998,9.00052053178368
COL,Colombia,1964,2637.74,74666.96875,94642.8359375,83403.6328125,83982.984375,0.0194495990872383,417534.3125,,0.816725373268127,0.0723472163081169,0.237856134772301,-0.0554823316633701,-0.130295768380165,0.0588493905961514,0.517638683319092,0.588038444519043,0.0296028163284063,4.63522863388062,1.62176120281219,0.165328860282898,0.47197362780571,0.105513675100701,0.103834830224514,0.102538675069809,0.0848824469204679,0.101831309497356,0.0976938209465855,0.903482258319855,0.125824108719826,0.0513361878693104,0.110905878245831,17.5684149473486,83257.453125,94896.65625,84153.25,95229.9375,85725.09375,0.0838456749916077,306541.4375,1.02108728885651,0.964365303516388,9.00052053178368
COL,Colombia,1965,2631.97,73719.640625,92884.828125,83237.9609375,84057.421875,0.0193938724696636,432385.8125,,0.798604667186737,0.0784105956554413,0.228001162409782,-0.0427208878099918,-0.126244515180588,0.0639490038156509,0.494038254022598,0.54768031835556,0.02934311889112,4.76037216186523,1.63202834129334,0.15219683945179,0.47197362780571,0.102096437658087,0.099618211388588,0.0994184985756874,0.0743777198428192,0.0984492897987366,0.0986503146594682,0.797841846942902,0.126286953687668,0.0512596145272255,0.100298471748829,18.1085540947023,81945.4296875,93096.7578125,84054.6015625,96211.046875,85923.71875,0.0869828015565872,318967.84375,0.997207462787628,0.9145268201828,10.4756062226511
COL,Colombia,1966,2626.22,80353.8828125,101317.0390625,87282.84375,88825.0625,0.0191357862204313,447465.6875,,0.825188517570496,0.0794422924518585,0.236004963517189,-0.0579081401228905,-0.139484062790871,0.0567564703524113,0.49451807141304,0.564053297042847,0.029123343527317,4.92188787460327,1.64236044883728,0.138084411621094,0.47197362780571,0.0893342618262526,0.0873676687479019,0.0895615667104721,0.0669401207552905,0.0880065709352493,0.0979710305190685,0.703541219234467,0.131061762571335,0.0501048117876053,0.100684441626072,18.6480930792152,89221.6875,101636.84375,88142.8203125,101569.0703125,90688.9765625,0.0910187587141991,333577.34375,1.00980317592621,0.95769602060318,13.5007807976755
COL,Colombia,1967,2620.48,80434.1015625,101918.9453125,90978.5703125,92237.75,0.0189670938998461,468449,,0.789587378501892,0.0824428498744965,0.232928976416588,-0.0392405167222023,-0.12184951454401,0.0561308637261391,0.496124655008316,0.54717755317688,0.028910169377923,5.086021900177,1.6527578830719,0.153411403298378,0.47197362780571,0.0920414274276266,0.0897028744220734,0.0899040624499321,0.0673056285588243,0.0886767283082008,0.0906572711183186,0.716073036193848,0.13727405667305,0.0463656075298786,0.0984901934862137,19.1941745796351,89149.5234375,102123.4609375,91836.2890625,105590.2734375,94132.5234375,0.0947478339076042,348338.34375,1.0100017786026,0.925816774368286,14.5072286220158
COL,Colombia,1968,2614.76,85515.0546875,110371.3984375,96558.578125,98243.765625,0.0191822908818722,494003.84375,,0.78939813375473,0.0810393020510674,0.253006845712662,-0.0456601120531559,-0.133039727807045,0.0552555806934834,0.497574687004089,0.555580317974091,0.0287142395973206,5.2592945098877,1.66322124004364,0.146508678793907,0.47197362780571,0.0885853897796005,0.0864659696817398,0.0879061296582222,0.0658208687538625,0.0863982662558556,0.0928608077071047,0.679391443729401,0.143397331237793,0.0473356805741787,0.102841429412365,19.7357344828497,94697.03125,110681.53125,97423.203125,112503.65625,100181.28125,0.0999191403388977,367322.15625,1.02793538570404,0.958463609218597,16.2916125961995
COL,Colombia,1969,2609.04,91821.6953125,117424.0234375,103008.8671875,104605.7109375,0.0193457156419754,518075.78125,,0.794655323028565,0.0831332504749298,0.244750738143921,-0.0435739085078239,-0.13096721470356,0.0520018190145493,0.508152365684509,0.566906571388245,0.0286840442568064,5.43368864059448,1.67375075817108,0.148014828562737,0.47197362780571,0.0897311460189788,0.087625652551651,0.0890865176916122,0.0674996243639397,0.0877265706658363,0.0943258548593658,0.691269338130951,0.150341644883156,0.0483722239732742,0.110837288200855,20.2674250415703,102210.34375,117967.578125,104225.46875,119906.234375,106987.8125,0.105121918022633,386308.6875,1.04826128482819,0.977443695068359,17.321142581268
