date,year,month,unemployment_rate,tgp_rate,occupied_thousands,unemployed_thousands,inactive_thousands,pet_thousands,source,download_date
2023-05-01,2023,5,10.37327049963639,63.728522305071344,22562.2,2611.3,14327.7,39501.2,DANE,2026-08-01
2023-06-01,2023,6,9.367342491774497,64.3860176518539,23077.9,2385.2,14084.5,39547.6,DANE,2026-08-01
2023-07-01,2023,7,9.678549178803973,64.6302147510432,23088.5,2474.1,13989.5,39552.1,DANE,2026-08-01
2023-08-01,2023,8,9.704587328055583,64.50750307944647,23069.2,2479.4,14057.0,39605.6,DANE,2026-08-01
2023-09-01,2023,9,10.024778000481957,64.48644936688142,23010.3,2563.7,14083.9,39657.9,DANE,2026-08-01
2023-10-01,2023,10,10.075131220001257,63.78205904048018,22766.8,2550.8,14376.3,39693.9,DANE,2026-08-01
2023-11-01,2023,11,10.442653708261442,64.12428594497341,22845.1,2663.8,14271.5,39780.4,DANE,2026-08-01
2023-12-01,2023,12,10.622895719387767,63.76836048047273,22694.3,2697.3,14426.9,39818.5,DANE,2026-08-01
2024-01-01,2024,1,10.314251573302696,63.76040931631862,22822.1,2624.6,14463.2,39909.9,DANE,2026-08-01
2024-02-01,2024,2,10.612150713907965,63.64765149556179,22707.0,2695.8,14508.8,39911.6,DANE,2026-08-01
2024-03-01,2024,3,10.709972924714979,63.64208850961278,22706.3,2723.5,14527.7,39957.5,DANE,2026-08-01
2024-04-01,2024,4,10.376138825705443,63.97505840058047,22906.8,2652.0,14392.4,39951.2,DANE,2026-08-01
2024-05-01,2024,5,10.270789522831752,63.9746270675277,22992.4,2631.8,14429.5,40053.7,DANE,2026-08-01
2024-06-01,2024,6,10.405823199943615,63.80339722226807,22926.2,2662.7,14517.0,40105.9,DANE,2026-08-01
2024-07-01,2024,7,10.08726724711936,63.92037315508217,23076.1,2588.9,14486.5,40151.5,DANE,2026-08-01
2024-08-01,2024,8,10.114985865112905,64.5544211659015,23309.4,2623.1,14239.0,40171.5,DANE,2026-08-01
2024-09-01,2024,9,9.898883803830007,63.80132782205099,23124.1,2540.5,14561.2,40225.8,DANE,2026-08-01
2024-10-01,2024,10,9.937525843099442,63.710475462363924,23115.5,2550.6,14619.4,40285.5,DANE,2026-08-01
2024-11-01,2024,11,9.565376801836836,63.760782178849205,23255.6,2459.8,14615.6,40331.0,DANE,2026-08-01
2024-12-01,2024,12,9.621791865174242,64.3557791532436,23491.0,2500.9,14395.9,40387.8,DANE,2026-08-01
2025-01-01,2025,1,9.396722345995387,64.66931433200706,23738.5,2462.0,14314.1,40514.6,DANE,2026-08-01
2025-02-01,2025,2,9.386098150547326,64.5489193990393,23690.5,2453.9,14358.9,40503.3,DANE,2026-08-01
2025-03-01,2025,3,9.107037739227804,64.45516401332353,23754.7,2380.1,14412.5,40547.3,DANE,2026-08-01
2025-04-01,2025,4,8.554751033083212,63.740672455361924,23630.7,2210.7,14700.1,40541.5,DANE,2026-08-01
2025-05-01,2025,5,9.066663624138657,63.828094716396265,23567.9,2349.9,14687.8,40605.6,DANE,2026-08-01
2025-06-01,2025,6,8.744630494636466,64.01075778918621,23742.2,2275.1,14627.9,40645.2,DANE,2026-08-01
2025-07-01,2025,7,9.016695696721797,64.32579711310451,23819.6,2360.6,14519.2,40699.4,DANE,2026-08-01
2025-08-01,2025,8,9.017993576554643,63.9857299241013,23692.7,2348.4,14657.2,40698.3,DANE,2026-08-01
2025-09-01,2025,9,8.861199272194101,64.19905672353586,23851.1,2319.0,14593.9,40764.0,DANE,2026-08-01
2025-10-01,2025,10,8.908265531067208,64.80993714935346,24093.7,2356.2,14361.6,40811.5,DANE,2026-08-01
2025-11-01,2025,11,8.285495974430273,64.71178656556371,24233.8,2189.3,14408.8,40831.9,DANE,2026-08-01
2025-12-01,2025,12,8.382129263349029,64.30787878356908,24113.8,2206.2,14608.1,40928.1,DANE,2026-08-01
2026-01-01,2026,1,8.740209261905491,64.19806324306433,24071.2,2305.4,14709.7,41086.3,DANE,2026-08-01
2026-02-01,2026,2,8.377883000639867,64.62769624142543,24328.9,2224.6,14533.4,41086.9,DANE,2026-08-01
2026-03-01,2026,3,8.327142391553279,64.73451200942978,24395.0,2215.9,14496.9,41107.8,DANE,2026-08-01
2026-04-01,2026,4,8.552228291977599,64.76190298445353,24335.7,2275.9,14479.8,41091.4,DANE,2026-08-01
2026-05-01,2026,5,8.061340226567147,64.80354527084788,24519.0,2149.9,14484.5,41153.4,DANE,2026-08-01
2026-06-01,2026,6,8.241753780008223,64.67011192918481,24444.0,2195.6,14553.4,41193.0,DANE,2026-08-01
