fecha,td_obs,nairu,nairu_lo90,nairu_hi90,nairu_lo95,nairu_hi95,uci_obs,naicu,naicu_lo90,naicu_hi90,brecha_inf,brecha_laboral,brecha_uci
2024-11-01,9.5436,10.4379,10.2281,10.6476,10.1879,10.6878,78.8353,79.3783,77.9331,80.8235,2.37,-0.8943,-0.543
2024-12-01,9.6017,10.3666,10.1568,10.5763,10.1166,10.6165,76.4969,79.3594,77.9111,80.8077,2.15,-0.7649,-2.8625
2025-01-01,9.3619,10.3057,10.0959,10.5155,10.0558,10.5556,79.1134,79.2934,77.8418,80.7449,2.02,-0.9438,-0.18
2025-02-01,9.3633,10.2305,10.0207,10.4402,9.9805,10.4804,76.9435,79.282,77.827,80.737,1.9,-0.8671,-2.3385
2025-03-01,9.1088,10.1613,9.9516,10.3711,9.9114,10.4113,78.3818,79.2282,77.7696,80.6869,1.84,-1.0525,-0.8464
2025-04-01,8.7821,10.0773,9.8676,10.2871,9.8274,10.3273,79.1598,79.2051,77.7425,80.6676,1.9,-1.2953,-0.0453
2025-05-01,8.9785,9.9738,9.7641,10.1836,9.7239,10.2238,79.9281,79.2,77.7334,80.6667,1.77,-0.9954,0.7281
2025-06-01,8.7639,9.8945,9.6847,10.1042,9.6445,10.1444,79.8645,79.2082,77.7373,80.6791,1.77,-1.1306,0.6563
2025-07-01,9.0191,9.8042,9.5945,10.014,9.5543,10.0542,79.1201,79.2157,77.7402,80.6911,1.8,-0.7851,-0.0956
2025-08-01,8.9892,9.7416,9.5319,9.9514,9.4917,9.9916,80.3758,79.2086,77.7284,80.6889,1.82,-0.7524,1.1672
2025-09-01,8.8408,9.6816,9.4719,9.8914,9.4317,9.9316,78.5682,79.2272,77.7419,80.7125,1.83,-0.8408,-0.659
2025-10-01,8.8943,9.6146,9.4048,9.8243,9.3646,9.8645,79.8674,79.2096,77.7189,80.7002,1.99,-0.7203,0.6578
2025-11-01,8.2664,9.557,9.3472,9.7668,9.307,9.807,79.6794,79.221,77.7247,80.7173,1.85,-1.2906,0.4584
2025-12-01,8.3617,9.454,9.2442,9.6638,9.204,9.704,77.4729,79.2258,77.7236,80.728,2.02,-1.0923,-1.7529
